,label,feature,normalised_value,raw_value,dp,unit,color,plotting_id
133,GrC,mifr,0.7250733150713943,111.60767054524896,19-10-22_YC022_probe1,2255,brown,37
134,PkC_ss,mifr,0.9096667001417641,122.29918337257014,19-10-22_YC022_probe1,975,blue,38
135,PkC_ss,mifr,0.18802623349637496,80.5022993568619,19-10-22_YC022_probe1,997,blue,39
136,PkC_cs,mifr,-1.1597722188929471,2.4388062535161175,19-10-22_YC022_probe1,285,orange,40
137,PkC_cs,mifr,-1.1578285251818938,2.551383560856721,19-10-22_YC022_probe1,441,orange,41
138,GrC,mifr,-0.46900180379567213,42.44771963321858,18-12-13_YC008_probe1,445,brown,42
139,GrC,mifr,-0.5180568021494826,39.60649027960959,18-12-13_YC008_probe1,459,brown,43
140,GrC,mifr,-0.46972281315308945,42.40595930258427,18-12-13_YC008_probe1,471,brown,44
141,MFB,mifr,0.13290520775140405,77.30973016711116,21-06-13_DK283_probe1,79,purple,45
142,MFB,mifr,-0.8698660264271045,19.229959274989806,21-06-13_DK283_probe1,99,purple,46
143,MFB,mifr,0.3444640892625048,89.56306467607739,21-06-13_DK283_probe1,185,purple,47
144,MFB,mifr,0.25616059801746976,84.44859153835563,21-06-13_DK283_probe1,205,purple,48
145,MFB,mifr,2.00085087915852,185.49976687387036,21-06-13_DK283_probe1,209,purple,49
146,PkC_ss,mifr,0.5000888318645519,98.57673508005233,21-06-13_DK283_probe1,132,blue,50
147,PkC_ss,mifr,0.656923854127564,107.6605039900757,21-06-13_DK283_probe1,177,blue,51
148,PkC_ss,mifr,1.6201613631991796,163.45051065835443,21-06-13_DK283_probe1,581,blue,52
149,PkC_ss,mifr,1.2882373589261706,144.22571694200408,21-06-13_DK283_probe1,1841,blue,53
150,PkC_cs,mifr,-1.1545944708855373,2.7386976023678353,21-06-13_DK283_probe1,141,orange,54
151,PkC_cs,mifr,-1.157208880603127,2.5872729182122947,21-06-13_DK283_probe1,142,orange,55
152,PkC_cs,mifr,-1.1618724288113071,2.3171636427928077,21-06-13_DK283_probe1,1250,orange,56
153,MFB,mifr,0.02539745318367772,71.08296025030636,21-06-14_DK284_probe1,328,purple,57
154,MFB,mifr,-0.30940635325545823,51.69137051476196,21-06-14_DK284_probe1,407,purple,58
155,MFB,mifr,-0.6836473041078412,30.015610437975848,21-06-14_DK284_probe1,939,purple,59
156,MFB,mifr,-0.7026379979785256,28.91568344416321,19-01-23_YC012,724,purple,60
157,MFB,mifr,-0.8060851578829317,22.924100177805766,19-01-23_YC012,796,purple,61
158,MFB,mifr,-0.5008570343983592,40.6026881523989,19-01-23_YC012,1856,purple,62
159,MFB,mifr,-0.8180011404655393,22.233935248095435,19-01-24_YC013_probe1,321,purple,63
160,MFB,mifr,-0.25894707791912425,54.613934556317865,19-01-24_YC013_probe1,309,purple,64
161,PkC_ss,mifr,1.4668995019709348,154.57369660222648,19-01-24_YC013_probe1,71,blue,65
